Date,Player,Runs,NotOut,Minutes,BallsFaced,Fours,Sixes,StrikeRate,Innings,Participation,Opposition,Ground
2000-10-29,ST Jayasuriya,189,FALSE,NA,161,21,4,117.3913043478261,1,B,India,Sharjah
2013-07-02,WU Tharanga,174,TRUE,228,159,19,3,109.43396226415094,1,B,India,Kingston
2013-07-20,KC Sangakkara,169,FALSE,200,137,18,6,123.35766423357664,1,B,South Africa,Colombo (RPS)
2015-02-26,TM Dilshan,161,TRUE,221,146,22,0,110.27397260273972,1,B,Bangladesh,Melbourne
2012-02-28,TM Dilshan,160,TRUE,202,165,11,3,96.96969696969697,1,B,India,Hobart
2009-12-15,TM Dilshan,160,FALSE,186,124,20,3,129.03225806451613,2,B,India,Rajkot
2006-07-04,ST Jayasuriya,157,FALSE,157,104,24,1,150.96153846153845,1,B,Netherlands,Amstelveen
2006-07-01,ST Jayasuriya,152,FALSE,148,99,20,4,153.53535353535352,2,B,England,Leeds
1997-05-17,ST Jayasuriya,151,TRUE,189,120,17,4,125.83333333333333,2,B,India,Wankhede
1996-03-06,PA de Silva,145,FALSE,153,115,14,5,126.08695652173914,1,B,Kenya,Kandy
2011-03-10,TM Dilshan,144,FALSE,186,131,16,1,109.92366412213741,1,B,Zimbabwe,Pallekele
2011-07-01,DPMD Jayawardene,144,FALSE,196,150,14,0,96,1,B,England,Leeds
1994-12-08,ST Jayasuriya,140,FALSE,183,143,9,6,97.9020979020979,1,B,New Zealand,Bloemfontein
2019-01-05,NLTC Perera,140,FALSE,NA,74,8,13,189.1891891891892,2,B,New Zealand,Mount Maunganui
2014-11-16,AD Mathews,139,TRUE,141,116,6,10,119.82758620689656,1,B,India,Ranchi
2015-03-01,HDRL Thirimanne,139,TRUE,197,143,13,2,97.2027972027972,2,B,England,Wellington
2005-10-31,KC Sangakkara,138,TRUE,210,147,13,2,93.87755102040816,1,B,India,Jaipur
2009-01-24,TM Dilshan,137,TRUE,221,139,10,0,98.56115107913669,1,B,Pakistan,Lahore
2022-06-19,P Nissanka,137,FALSE,203,147,11,2,93.19727891156462,2,B,Australia,Colombo (RPS)
2016-06-18,MDKJ Perera,135,FALSE,NA,128,16,2,105.46875,1,B,Ireland,Dublin (Malahide)
1997-11-05,ST Jayasuriya,134,TRUE,NA,114,13,3,117.54385964912282,2,B,Pakistan,Lahore
2013-06-13,KC Sangakkara,134,TRUE,197,135,12,0,99.25925925925925,2,B,England,The Oval
1996-04-02,ST Jayasuriya,134,FALSE,NA,65,11,11,206.15384615384613,1,B,Pakistan,Singapore
1997-04-07,PA de Silva,134,FALSE,NA,131,11,4,102.29007633587786,1,B,Pakistan,Sharjah
2011-03-10,WU Tharanga,133,FALSE,182,141,17,0,94.32624113475178,1,B,Zimbabwe,Pallekele
2012-07-21,KC Sangakkara,133,FALSE,208,151,12,0,88.0794701986755,2,B,India,Hambantota
2019-10-02,MD Gunathilaka,133,FALSE,NA,134,16,1,99.25373134328358,1,B,Pakistan,Karachi
1998-08-20,MS Atapattu,132,TRUE,197,151,14,0,87.41721854304636,2,B,England,Lord's
2000-10-04,DA Gunawardene,132,FALSE,200,146,19,0,90.41095890410958,1,B,West Indies,Nairobi (Gym)
1997-07-18,A Ranatunga,131,TRUE,221,152,17,0,86.18421052631578,2,B,India,Colombo (RPS)
2004-07-27,ST Jayasuriya,130,FALSE,213,132,14,1,98.48484848484848,2,B,India,Colombo (RPS)
2008-06-30,ST Jayasuriya,130,FALSE,119,88,16,6,147.72727272727272,1,B,Bangladesh,Karachi
2000-10-27,DPMD Jayawardene,128,FALSE,NA,123,15,0,104.06504065040652,1,B,India,Sharjah
2008-02-19,KC Sangakkara,128,FALSE,241,155,12,0,82.58064516129032,1,B,India,Adelaide
2014-02-20,KC Sangakkara,128,FALSE,181,115,14,0,111.30434782608695,1,B,Bangladesh,Mirpur
1996-09-03,PA de Silva,127,TRUE,NA,123,13,1,103.2520325203252,2,B,Zimbabwe,Colombo (SSC)
2020-02-26,WIA Fernando,127,FALSE,NA,123,10,0,103.2520325203252,1,B,West Indies,Hambantota
2006-06-24,DPMD Jayawardene,126,TRUE,153,127,19,0,99.21259842519686,2,B,England,Chester-le-Street
2008-07-06,ST Jayasuriya,125,FALSE,146,114,9,5,109.64912280701755,1,B,India,Karachi
2013-03-28,TM Dilshan,125,FALSE,206,128,12,0,97.65625,1,B,Bangladesh,Pallekele
2003-03-03,MS Atapattu,124,FALSE,191,129,18,0,96.12403100775194,1,B,South Africa,Durban
2015-03-11,KC Sangakkara,124,FALSE,139,95,13,4,130.5263157894737,1,B,Scotland,Hobart
2002-12-01,MS Atapattu,123,TRUE,185,121,15,1,101.65289256198346,2,B,South Africa,Benoni
2009-08-03,DPMD Jayawardene,123,FALSE,140,108,14,1,113.88888888888889,2,B,Pakistan,Dambulla
2009-12-18,TM Dilshan,123,FALSE,156,113,12,2,108.84955752212389,2,B,India,Nagpur
1996-10-04,PA de Silva,122,FALSE,NA,116,12,2,105.17241379310344,2,B,Pakistan,Nairobi (Gym)
2003-01-09,ST Jayasuriya,122,FALSE,146,105,12,4,116.1904761904762,1,B,Australia,Sydney
2006-06-20,ST Jayasuriya,122,FALSE,173,136,15,2,89.70588235294117,1,B,England,The Oval
1982-09-26,RL Dias,121,FALSE,NA,144,11,NA,84.02777777777779,1,B,India,Bengaluru
2008-06-30,KC Sangakkara,121,FALSE,193,128,16,1,94.53125,1,B,Bangladesh,Karachi
1996-08-28,ST Jayasuriya,120,TRUE,NA,128,8,3,93.75,2,B,India,Colombo (RPS)
1999-01-23,DPMD Jayawardene,120,FALSE,162,111,9,0,108.10810810810811,2,B,England,Adelaide
2003-02-10,ST Jayasuriya,120,FALSE,147,125,14,0,96,1,B,New Zealand,Bloemfontein
2006-06-17,WU Tharanga,120,FALSE,221,156,14,0,76.92307692307693,1,B,England,Lord's
2021-05-28,MDKJ Perera,120,FALSE,163,122,11,1,98.36065573770492,1,B,Bangladesh,Mirpur
1994-11-03,RS Mahanama,119,TRUE,205,142,8,0,83.80281690140845,1,B,Zimbabwe,Harare
2000-02-13,MS Atapattu,119,TRUE,NA,135,7,0,88.14814814814815,1,B,Pakistan,Karachi
2012-06-09,TM Dilshan,119,TRUE,210,139,11,1,85.61151079136691,1,B,Pakistan,Pallekele
2017-02-07,WU Tharanga,119,FALSE,121,90,11,7,132.22222222222223,2,B,South Africa,Cape Town
2020-02-26,BKG Mendis,119,FALSE,NA,119,12,0,100,1,B,West Indies,Hambantota
2010-01-08,WU Tharanga,118,TRUE,179,126,18,0,93.65079365079364,2,B,Bangladesh,Mirpur
1997-08-17,MS Atapattu,118,FALSE,208,153,7,0,77.12418300653596,1,B,India,Colombo (RPS)
2009-12-24,WU Tharanga,118,FALSE,NA,128,14,2,92.1875,1,B,India,Kolkata
2014-11-09,DPMD Jayawardene,118,FALSE,NA,124,12,1,95.16129032258065,1,B,India,Hyderabad (Deccan)
2021-09-02,WIA Fernando,118,FALSE,189,115,10,2,102.60869565217392,1,B,South Africa,Colombo (RPS)
1994-04-18,AP Gurusinha,117,TRUE,190,140,9,1,83.57142857142857,2,B,New Zealand,Sharjah
2006-07-04,TM Dilshan,117,TRUE,97,78,15,2,150,1,B,Netherlands,Amstelveen
2015-03-01,KC Sangakkara,117,TRUE,116,86,11,2,136.04651162790697,2,B,England,Wellington
2001-04-10,DPMD Jayawardene,116,FALSE,NA,129,13,0,89.92248062015504,1,B,New Zealand,Sharjah
2015-01-15,TM Dilshan,116,FALSE,174,127,17,0,91.33858267716536,2,B,New Zealand,Hamilton
2015-01-23,TM Dilshan,116,FALSE,152,106,17,1,109.43396226415094,2,B,New Zealand,Dunedin
2015-07-26,MDKJ Perera,116,FALSE,157,109,9,4,106.42201834862387,1,B,Pakistan,Hambantota
2017-07-06,MD Gunathilaka,116,FALSE,153,111,15,1,104.5045045045045,2,B,Zimbabwe,Hambantota
2017-07-08,N Dickwella,116,FALSE,172,118,8,0,98.30508474576271,1,B,Zimbabwe,Hambantota
2007-04-24,DPMD Jayawardene,115,TRUE,155,109,10,3,105.50458715596329,1,B,New Zealand,Kingston
2013-07-28,TM Dilshan,115,TRUE,192,130,16,0,88.46153846153845,2,B,South Africa,Pallekele
2007-04-01,ST Jayasuriya,115,FALSE,183,101,10,4,113.86138613861385,1,B,West Indies,Providence
2017-02-10,DAS Gunaratne,114,TRUE,168,117,14,2,97.43589743589743,2,B,South Africa,Centurion
2006-01-22,ST Jayasuriya,114,FALSE,132,96,10,4,118.75,1,B,Australia,Sydney
2013-03-23,TM Dilshan,113,TRUE,160,108,11,0,104.62962962962963,2,B,Bangladesh,Hambantota
2015-01-29,KC Sangakkara,113,TRUE,159,105,14,0,107.61904761904762,1,B,New Zealand,Wellington
2019-07-06,AD Mathews,113,FALSE,157,128,10,2,88.28125,1,B,India,Leeds
2017-10-16,WU Tharanga,112,TRUE,NA,144,14,0,77.77777777777779,2,B,Pakistan,Abu Dhabi
2002-07-02,ST Jayasuriya,112,FALSE,123,87,9,5,128.73563218390805,1,B,England,Leeds
2008-06-29,KC Sangakkara,112,FALSE,202,110,10,1,101.81818181818181,1,B,Pakistan,Karachi
2014-05-31,KC Sangakkara,112,FALSE,156,104,14,0,107.6923076923077,1,B,England,Lord's
2014-12-13,KC Sangakkara,112,FALSE,169,112,12,2,100,1,B,England,Pallekele
2017-12-13,AD Mathews,111,TRUE,184,132,9,3,84.0909090909091,2,B,India,Mohali
2004-10-14,MS Atapattu,111,FALSE,160,114,8,2,97.36842105263158,1,B,Pakistan,Lahore
2006-12-28,ST Jayasuriya,111,FALSE,105,82,12,5,135.3658536585366,2,B,New Zealand,Napier
2010-06-05,LD Chandimal,111,FALSE,130,118,6,5,94.0677966101695,2,B,India,Harare
2011-03-18,KC Sangakkara,111,FALSE,186,128,12,2,86.71875,1,B,New Zealand,Wankhede
2011-08-16,WU Tharanga,111,FALSE,182,139,12,0,79.85611510791367,1,B,Australia,Hambantota
2019-07-26,MDKJ Perera,111,FALSE,NA,99,17,1,112.12121212121211,1,B,Bangladesh,Colombo (RPS)
2006-10-10,WU Tharanga,110,FALSE,158,130,13,1,84.61538461538461,1,B,Zimbabwe,Ahmedabad
2007-02-11,KC Sangakkara,110,FALSE,178,127,11,4,86.61417322834646,1,B,India,Rajkot
2010-08-28,TM Dilshan,110,FALSE,182,115,12,1,95.65217391304348,1,B,India,Dambulla
2022-06-21,KIC Asalanka,110,FALSE,182,106,10,1,103.77358490566037,1,B,Australia,Colombo (RPS)
2006-02-25,KC Sangakkara,109,FALSE,200,125,11,0,87.2,1,B,Bangladesh,Chattogram
2006-07-01,WU Tharanga,109,FALSE,144,102,14,1,106.86274509803921,2,B,England,Leeds
2007-03-21,ST Jayasuriya,109,FALSE,159,87,7,7,125.28735632183907,1,B,Bangladesh,Port of Spain
2010-06-09,TM Dilshan,108,TRUE,141,102,14,0,105.88235294117648,2,B,Zimbabwe,Harare
2011-03-26,TM Dilshan,108,TRUE,175,115,10,2,93.91304347826087,2,B,England,Colombo (RPS)
1994-11-05,RS Mahanama,108,FALSE,167,149,6,1,72.48322147651007,2,B,Zimbabwe,Harare
1995-04-01,AP Gurusinha,108,FALSE,182,149,10,1,72.48322147651007,1,B,New Zealand,Auckland
1997-07-22,ST Jayasuriya,108,FALSE,108,83,14,3,130.12048192771084,1,B,Bangladesh,Colombo (SSC)
2010-01-08,DPMD Jayawardene,108,FALSE,159,117,13,0,92.3076923076923,2,B,Bangladesh,Mirpur
1994-11-06,PA de Silva,107,TRUE,139,100,9,1,107,1,B,Zimbabwe,Harare
1996-03-17,PA de Silva,107,TRUE,176,124,13,0,86.29032258064517,2,B,Australia,Lahore
2004-07-23,ST Jayasuriya,107,TRUE,130,101,11,0,105.94059405940595,2,B,Bangladesh,Colombo (RPS)
2007-02-17,LPC Silva,107,TRUE,165,107,12,1,100,1,B,India,Visakhapatnam
1992-12-13,RS Mahanama,107,FALSE,182,132,7,0,81.06060606060606,1,B,New Zealand,Colombo (RPS)
2001-04-10,ST Jayasuriya,107,FALSE,NA,116,3,6,92.24137931034483,1,B,New Zealand,Sharjah
2009-01-28,ST Jayasuriya,107,FALSE,166,114,10,1,93.85964912280701,1,B,India,Dambulla
2013-07-02,DPMD Jayawardene,107,FALSE,173,112,9,2,95.53571428571429,1,B,India,Kingston
2001-12-15,DPMD Jayawardene,106,TRUE,119,94,8,2,112.7659574468085,2,B,West Indies,Kandy
2003-01-13,ST Jayasuriya,106,FALSE,151,110,15,1,96.36363636363636,1,B,England,Sydney
2009-09-22,TM Dilshan,106,FALSE,116,92,16,1,115.21739130434783,1,B,South Africa,Centurion
2012-03-06,TM Dilshan,106,FALSE,169,119,10,0,89.07563025210085,2,B,Australia,Adelaide
2014-02-22,MDKJ Perera,106,FALSE,142,124,6,5,85.48387096774194,2,B,Bangladesh,Mirpur
2010-01-05,TT Samaraweera,105,TRUE,146,106,11,0,99.05660377358491,2,B,India,Mirpur
2011-07-03,LD Chandimal,105,TRUE,196,126,11,2,83.33333333333334,2,B,England,Lord's
2015-02-26,KC Sangakkara,105,TRUE,116,76,13,1,138.1578947368421,1,B,Bangladesh,Melbourne
1992-08-15,PA de Silva,105,FALSE,151,105,12,2,100,2,B,Australia,Colombo (PSS)
1998-07-07,PA de Silva,105,FALSE,164,94,10,0,111.70212765957446,2,B,India,Colombo (RPS)
2000-06-01,ST Jayasuriya,105,FALSE,178,116,11,0,90.51724137931035,1,B,India,Dhaka
2005-09-02,WU Tharanga,105,FALSE,157,110,9,0,95.45454545454545,1,B,Bangladesh,Colombo (RPS)
2006-10-07,WU Tharanga,105,FALSE,177,129,11,1,81.3953488372093,1,B,Bangladesh,Mohali
2012-02-28,KC Sangakkara,105,FALSE,119,87,8,2,120.6896551724138,1,B,India,Hobart
1990-12-01,PA de Silva,104,FALSE,NA,124,6,1,83.87096774193549,2,B,India,Nagpur
1993-11-09,HP Tillakaratne,104,FALSE,NA,116,7,0,89.65517241379311,2,B,West Indies,Wankhede
1997-08-24,PA de Silva,104,FALSE,168,117,7,0,88.88888888888889,1,B,India,Colombo (SSC)
2009-09-08,TT Samaraweera,104,FALSE,181,124,10,0,83.87096774193549,1,B,New Zealand,Colombo (RPS)
2010-01-04,TM Dilshan,104,FALSE,183,122,12,0,85.24590163934425,2,B,Bangladesh,Mirpur
2015-01-11,DPMD Jayawardene,104,FALSE,162,107,12,1,97.19626168224299,1,B,New Zealand,Christchurch
2015-03-08,KC Sangakkara,104,FALSE,140,107,11,0,97.19626168224299,2,B,Australia,Sydney
2015-03-11,TM Dilshan,104,FALSE,144,99,10,1,105.05050505050507,1,B,Scotland,Hobart
2019-07-01,WIA Fernando,104,FALSE,151,103,9,2,100.97087378640776,1,B,West Indies,Chester-le-Street
2003-03-15,MS Atapattu,103,TRUE,207,127,7,0,81.10236220472441,1,B,Zimbabwe,East London
2003-04-06,KC Sangakkara,103,TRUE,137,108,9,0,95.37037037037037,1,B,Kenya,Sharjah
2011-04-02,DPMD Jayawardene,103,TRUE,159,88,13,0,117.04545454545455,1,B,India,Wankhede
1999-12-12,RP Arnold,103,FALSE,159,121,7,3,85.12396694214877,1,B,Zimbabwe,Bulawayo
2001-02-06,ST Jayasuriya,103,FALSE,108,83,10,6,124.09638554216869,2,B,New Zealand,Auckland
2006-01-03,WU Tharanga,103,FALSE,155,125,14,0,82.39999999999999,1,B,New Zealand,Christchurch
2014-02-28,KC Sangakkara,103,FALSE,145,84,12,1,122.61904761904762,2,B,India,Fatullah
1995-09-29,A Ranatunga,102,TRUE,NA,112,9,0,91.07142857142857,1,B,Pakistan,Gujranwala
1997-11-05,PA de Silva,102,TRUE,NA,90,12,0,113.33333333333333,2,B,Pakistan,Lahore
2000-10-27,MS Atapattu,102,TRUE,NA,111,5,0,91.8918918918919,1,B,India,Sharjah
2001-03-27,RS Kaluwitharana,102,TRUE,141,117,20,0,87.17948717948718,2,B,England,Colombo (SSC)
2002-09-12,ST Jayasuriya,102,TRUE,177,120,10,0,85,2,B,Pakistan,Colombo (RPS)
2011-03-26,WU Tharanga,102,TRUE,175,122,12,1,83.60655737704919,2,B,England,Colombo (RPS)
2012-11-06,TM Dilshan,102,TRUE,148,95,12,1,107.36842105263158,2,B,New Zealand,Pallekele
2013-01-13,HDRL Thirimanne,102,TRUE,169,134,12,0,76.11940298507463,2,B,Australia,Adelaide
1982-09-15,RL Dias,102,FALSE,NA,114,8,NA,89.47368421052632,1,B,India,Delhi
1998-01-26,ST Jayasuriya,102,FALSE,127,100,13,1,102,2,B,Zimbabwe,Colombo (SSC)
1998-07-05,A Ranatunga,102,FALSE,116,98,6,2,104.08163265306123,1,B,New Zealand,Colombo (SSC)
2012-01-22,KC Sangakkara,102,FALSE,163,97,10,0,105.15463917525774,2,B,South Africa,Johannesburg
2014-02-25,HDRL Thirimanne,102,FALSE,155,110,11,1,92.72727272727272,1,B,Pakistan,Fatullah
2016-08-28,LD Chandimal,102,FALSE,213,130,7,0,78.46153846153847,1,B,Australia,Dambulla
2017-03-28,BKG Mendis,102,FALSE,164,107,9,1,95.32710280373831,1,B,Bangladesh,Dambulla
2017-07-06,N Dickwella,102,FALSE,148,116,14,0,87.93103448275862,2,B,Zimbabwe,Hambantota
2019-01-03,MDKJ Perera,102,FALSE,NA,86,13,1,118.6046511627907,2,B,New Zealand,Mount Maunganui
2022-01-18,MD Shanaka,102,FALSE,129,94,7,4,108.51063829787233,2,B,Zimbabwe,Pallekele
1994-12-02,A Ranatunga,101,TRUE,143,108,8,0,93.51851851851852,1,B,Pakistan,Durban
2001-03-25,DPMD Jayawardene,101,TRUE,172,115,7,0,87.82608695652175,1,B,England,Colombo (RPS)
2011-02-03,WU Tharanga,101,TRUE,167,143,7,0,70.62937062937063,2,B,West Indies,Colombo (SSC)
1995-10-11,RS Mahanama,101,FALSE,NA,153,5,1,66.01307189542483,1,B,West Indies,Sharjah
1999-03-27,DPMD Jayawardene,101,FALSE,215,138,5,0,73.18840579710145,1,B,Pakistan,Visakhapatnam
2002-09-16,MS Atapattu,101,FALSE,173,118,8,0,85.59322033898306,1,B,Netherlands,Colombo (RPS)
2003-01-09,MS Atapattu,101,FALSE,178,124,5,0,81.45161290322581,1,B,Australia,Sydney
2004-02-27,KC Sangakkara,101,FALSE,139,110,15,0,91.81818181818183,2,B,Australia,Colombo (RPS)
2008-06-25,KC Sangakkara,101,FALSE,133,91,16,0,110.98901098901099,1,B,Bangladesh,Lahore
2014-03-08,HDRL Thirimanne,101,FALSE,199,108,13,0,93.51851851851852,2,B,Pakistan,Mirpur
2014-12-16,TM Dilshan,101,FALSE,167,124,9,1,81.45161290322581,1,B,England,Colombo (RPS)
1996-09-28,RS Kaluwitharana,100,TRUE,NA,89,17,1,112.35955056179776,2,B,Kenya,Nairobi (Gym)
2003-04-04,KC Sangakkara,100,TRUE,140,111,9,0,90.09009009009009,1,B,Pakistan,Sharjah
2016-06-16,LD Chandimal,100,TRUE,NA,107,6,0,93.45794392523365,1,B,Ireland,Dublin (Malahide)
1995-10-16,HP Tillakaratne,100,FALSE,NA,106,4,1,94.33962264150944,2,B,West Indies,Sharjah
2000-06-07,MS Atapattu,100,FALSE,180,124,9,0,80.64516129032258,2,B,Pakistan,Dhaka
2006-06-28,DPMD Jayawardene,100,FALSE,155,83,9,0,120.48192771084338,1,B,England,Manchester
2011-02-20,DPMD Jayawardene,100,FALSE,115,81,9,1,123.45679012345678,1,B,Canada,Hambantota
2015-02-22,DPMD Jayawardene,100,FALSE,148,120,8,1,83.33333333333334,2,B,Afghanistan,Dunedin
1999-12-18,RS Kaluwitharana,99,FALSE,128,86,11,1,115.11627906976744,2,B,Zimbabwe,Harare
2001-08-05,ST Jayasuriya,99,FALSE,159,102,11,0,97.05882352941177,1,B,India,Colombo (RPS)
2003-01-17,ST Jayasuriya,99,FALSE,125,83,9,2,119.27710843373494,2,B,England,Adelaide
2013-07-31,TM Dilshan,99,FALSE,173,110,13,0,90,1,B,South Africa,Colombo (RPS)
2015-11-04,MDKJ Perera,99,FALSE,137,92,6,4,107.6086956521739,2,B,West Indies,Colombo (RPS)
1987-01-17,RS Mahanama,98,FALSE,NA,91,7,0,107.6923076923077,2,B,India,Wankhede
1994-02-18,A Ranatunga,98,FALSE,168,115,10,0,85.21739130434783,1,B,India,Hyderabad (Deccan)
2009-09-12,ST Jayasuriya,98,FALSE,144,79,13,0,124.0506329113924,1,B,India,Colombo (RPS)
1994-11-05,PA de Silva,97,TRUE,124,89,5,1,108.98876404494382,2,B,Zimbabwe,Harare
2004-08-25,MS Atapattu,97,TRUE,188,140,8,0,69.28571428571428,2,B,South Africa,Dambulla
2018-08-12,AD Mathews,97,TRUE,NA,97,11,1,100,1,B,South Africa,Colombo (RPS)
1997-04-04,PA de Silva,97,FALSE,NA,137,6,0,70.8029197080292,1,B,Pakistan,Sharjah
1998-06-19,PA de Silva,97,FALSE,145,119,5,1,81.5126050420168,1,B,India,Colombo (RPS)
2002-08-17,ST Jayasuriya,97,FALSE,151,94,12,1,103.19148936170212,1,B,Pakistan,Tangier
2009-02-08,TM Dilshan,97,FALSE,164,117,9,0,82.90598290598291,1,B,India,Colombo (RPS)
2012-06-16,KC Sangakkara,97,FALSE,173,130,7,3,74.61538461538461,1,B,Pakistan,Colombo (RPS)
2019-06-15,FDM Karunaratne,97,FALSE,132,108,9,0,89.81481481481481,2,B,Australia,The Oval
2000-05-29,PA de Silva,96,TRUE,122,93,13,3,103.2258064516129,2,B,Bangladesh,Dhaka
1989-10-25,PA de Silva,96,FALSE,NA,107,7,3,89.7196261682243,2,B,Australia,Margao
1997-05-24,ST Jayasuriya,96,FALSE,97,67,12,1,143.28358208955223,1,B,Pakistan,Mohali
2001-12-12,DPMD Jayawardene,96,FALSE,157,108,10,0,88.88888888888889,1,B,Zimbabwe,Colombo (RPS)
2006-02-22,ST Jayasuriya,96,FALSE,184,110,8,1,87.27272727272727,1,B,Bangladesh,Bogra
2019-09-30,GSNFG Jayasuriya,96,FALSE,NA,109,7,1,88.07339449541286,2,B,Pakistan,Karachi
2021-03-12,MD Gunathilaka,96,FALSE,129,96,10,3,100,1,B,West Indies,North Sound
1999-08-31,RS Kaluwitharana,95,TRUE,NA,117,12,0,81.19658119658119,2,B,Australia,Colombo (RPS)
1994-12-04,PA de Silva,95,FALSE,144,105,7,3,90.47619047619048,2,B,Pakistan,Centurion
2008-04-10,CK Kapugedera,95,FALSE,NA,117,7,3,81.19658119658119,1,B,West Indies,Port of Spain
2016-01-05,AD Mathews,95,FALSE,156,116,6,0,81.89655172413794,2,B,New Zealand,Mount Maunganui
2016-06-18,S Prasanna,95,FALSE,NA,46,5,9,206.52173913043475,1,B,Ireland,Dublin (Malahide)
2017-12-17,WU Tharanga,95,FALSE,114,82,12,3,115.85365853658536,1,B,India,Visakhapatnam
2018-10-23,N Dickwella,95,FALSE,NA,97,12,0,97.9381443298969,1,B,England,Colombo (RPS)
1997-11-01,RS Mahanama,94,TRUE,NA,109,5,1,86.23853211009175,2,B,West Indies,Lahore
2005-08-03,DPMD Jayawardene,94,TRUE,160,114,9,1,82.45614035087719,2,B,India,Dambulla
1997-04-04,MS Atapattu,94,FALSE,NA,118,10,0,79.66101694915254,1,B,Pakistan,Sharjah
1998-04-15,MS Atapattu,94,FALSE,181,123,7,1,76.42276422764228,1,B,Pakistan,Benoni
2008-08-24,DPMD Jayawardene,94,FALSE,176,111,6,1,84.68468468468468,2,B,India,Colombo (RPS)
2015-01-20,DPMD Jayawardene,94,FALSE,103,82,9,3,114.6341463414634,1,B,New Zealand,Nelson
2016-11-23,N Dickwella,94,FALSE,135,106,7,1,88.67924528301887,1,B,West Indies,Bulawayo
2016-11-23,BKG Mendis,94,FALSE,93,73,7,5,128.76712328767124,1,B,West Indies,Bulawayo
1998-04-13,A Ranatunga,93,TRUE,171,118,9,1,78.8135593220339,2,B,South Africa,Gqeberha
2009-01-31,SHT Kandamby,93,TRUE,195,129,9,0,72.09302325581395,2,B,India,Colombo (RPS)
2014-08-26,AD Mathews,93,FALSE,160,115,8,0,80.8695652173913,1,B,Pakistan,Hambantota
1993-08-14,RS Mahanama,92,TRUE,198,143,8,0,64.33566433566433,2,B,India,Moratuwa
2012-01-14,LD Chandimal,92,TRUE,179,115,6,0,80,1,B,South Africa,East London
2014-11-06,AD Mathews,92,TRUE,NA,101,10,1,91.0891089108911,1,B,India,Ahmedabad
2001-10-26,MS Atapattu,92,FALSE,169,110,5,0,83.63636363636363,1,B,Zimbabwe,Sharjah
2003-03-07,PA de Silva,92,FALSE,138,94,9,4,97.87234042553192,2,B,Australia,Centurion
2011-02-20,KC Sangakkara,92,FALSE,134,87,7,1,105.74712643678161,1,B,Canada,Hambantota
2001-07-25,RP Arnold,91,TRUE,157,116,7,0,78.44827586206897,2,B,New Zealand,Colombo (RPS)
2009-09-12,SHT Kandamby,91,TRUE,95,73,11,0,124.65753424657535,1,B,India,Colombo (RPS)
1996-02-21,PA de Silva,91,FALSE,137,86,10,2,105.8139534883721,2,B,Zimbabwe,Colombo (SSC)
2013-07-28,KC Sangakkara,91,FALSE,134,101,8,2,90.0990099009901,2,B,South Africa,Pallekele
2014-12-10,KC Sangakkara,91,FALSE,171,123,10,0,73.98373983739837,1,B,England,Pallekele
2015-12-31,TM Dilshan,91,FALSE,153,92,9,0,98.91304347826086,2,B,New Zealand,Nelson
2021-07-01,DM de Silva,91,FALSE,150,91,13,0,100,1,B,England,The Oval
1998-10-26,A Ranatunga,90,TRUE,161,116,8,0,77.58620689655173,2,B,New Zealand,Dhaka
2013-07-07,KC Sangakkara,90,TRUE,154,95,6,1,94.73684210526315,1,B,West Indies,Port of Spain
1993-02-02,AP Gurusinha,90,FALSE,NA,112,5,3,80.35714285714286,1,B,Pakistan,Sharjah
1997-05-24,PA de Silva,90,FALSE,116,90,10,1,100,1,B,Pakistan,Mohali
2000-10-21,MS Atapattu,90,FALSE,NA,138,7,0,65.21739130434783,2,B,Zimbabwe,Sharjah
2001-12-12,DA Gunawardene,90,FALSE,164,131,8,0,68.70229007633588,1,B,Zimbabwe,Colombo (RPS)
2009-12-15,KC Sangakkara,90,FALSE,61,43,10,5,209.30232558139537,2,B,India,Rajkot
2015-07-22,HDRL Thirimanne,90,FALSE,180,126,5,0,71.42857142857143,1,B,Pakistan,Colombo (RPS)
1987-10-08,RS Mahanama,89,FALSE,NA,117,7,1,76.06837606837607,2,B,Pakistan,Hyderabad (Sind)
1990-12-31,PA de Silva,89,FALSE,NA,60,NA,NA,148.33333333333334,1,B,Bangladesh,Kolkata
2001-04-20,MS Atapattu,89,FALSE,NA,119,5,1,74.78991596638656,1,B,Pakistan,Sharjah
2003-06-08,UDU Chandana,89,FALSE,NA,71,6,4,125.35211267605635,2,B,West Indies,Bridgetown
2006-12-31,KC Sangakkara,89,FALSE,155,122,10,0,72.95081967213115,1,B,New Zealand,Queenstown
2014-08-23,AD Mathews,89,FALSE,113,85,9,2,104.70588235294119,1,B,Pakistan,Hambantota
2017-06-08,BKG Mendis,89,FALSE,113,93,11,1,95.6989247311828,2,B,India,The Oval
1992-02-23,A Ranatunga,88,TRUE,117,61,9,1,144.2622950819672,2,B,Zimbabwe,New Plymouth
1988-03-25,PA de Silva,88,FALSE,NA,100,3,0,88,2,B,India,Sharjah
1990-02-10,AP Gurusinha,88,FALSE,133,108,5,2,81.48148148148148,1,B,Pakistan,Brisbane
1999-10-17,ST Jayasuriya,88,FALSE,NA,80,8,3,110.00000000000001,2,B,West Indies,Sharjah
2001-10-27,DA Gunawardene,88,FALSE,166,123,13,0,71.54471544715447,2,B,Pakistan,Sharjah
2006-01-17,KC Sangakkara,88,FALSE,145,109,10,0,80.73394495412845,1,B,South Africa,Brisbane
